id,name,type,course,dish,restaurant,lang,useincombo,isglobal
6361,Coffee addons,ci,0,0,317,en,N,N
6362,"Chicken, Beef , Vegetables",ci,0,0,203,en,N,N
6363,"Chicken, Beef, Pork, Vegetables",ci,0,0,203,en,N,N
6364,Burger Extras,e,0,0,712,en,N,N
6365,Burgers ingredients,ci,0,0,712,en,N,N
6366,Extra CHeese for PIZZA,e,0,0,512,en,N,N
6367,Extra Cheese for PIZZA,e,0,0,513,en,N,N
6368,Extra Cheese for Pizza,e,0,0,535,en,N,N
6369,Extra Cheese for Pizza,e,0,0,328,en,N,N
6370,Extra Cheese for PIZZA,e,0,0,112,en,N,N
6371,Extra Cheese for PIZZA,e,0,0,127,en,N,N
6372,Extra Cheese for PIZZA,e,0,0,411,en,N,N
6373,Extra Cheese for PIZZA,e,0,0,161,en,N,N
6374,Extra Cheese for PIZZA,e,0,0,164,en,N,N
6375,Extra Cheese for PIZZA,e,0,0,172,en,N,N
6376,Extra Cheese for PIZZA,e,0,0,181,en,N,N
6377,Extra Cheese for PIZZA,e,0,0,190,en,N,N
6378,Extra Cheese for PIZZA,e,0,0,204,en,N,N
6379,Extra Cheese for PIZZA,e,0,0,205,en,N,N
6380,Extra Cheese for PIZZA,e,0,0,205,fr,N,N
6381,Extra Cheese for PIZZA,e,0,0,206,en,N,N
6382,Extra Cheese for PIZZA,e,0,0,206,fr,N,N
6383,Extra Cheese for PIZZA,e,0,0,207,en,N,N
6384,Extra Cheese for PIZZA,e,0,0,208,en,N,N
6385,Extra Cheese for PIZZA,e,0,0,209,en,N,N
6386,Extra Cheese for PIZZA,e,0,0,210,en,N,N
6387,Extra Cheese for PIZZA,e,0,0,211,en,N,N
6388,Extra Cheese for PIZZA,e,0,0,213,en,N,N
6389,Extra Cheese for PIZZA,e,0,0,215,en,N,N
6390,Extra Cheese for Pizza,e,0,0,245,en,N,N
6391,Extra Cheese for PIZZA,e,0,0,248,en,N,N
6392,Pizza Toppings without Premium,ci,0,0,402,en,N,N
6393,Premium Toppings,ci,0,0,402,en,N,N
6394,Free Hot Dog Toppings,ci,0,0,205,en,N,N
6395,Paid Hot Dog Toppings,e,0,0,205,en,N,N
6396,Free Hot Dog Toppings,ci,0,0,205,fr,N,N
6397,Paid Hot Dog Toppings,e,0,0,205,fr,N,N
6398,"Riz, Frites ou Salade",sd,0,0,389,fr,N,N
6399,Riz ou Frites,sd,0,0,389,fr,N,N
6400,NEW Step 3 for TACOS,ci,0,0,697,en,N,N
6401,NEW TACO Premium Toppings,ci,0,0,697,en,N,N
6402,Guacamole,ci,0,0,697,en,N,N
6403,Extra Fish,e,0,0,697,en,N,N
6404,Extra Fish,e,0,0,607,en,N,N
6405,NEW Step 3 for Tacos,ci,0,0,607,en,N,N
6406,NEW TACO Premium Toppings,ci,0,0,607,en,N,N
6407,Guacamole,ci,0,0,607,en,N,N
6408, Foot-Long Hotdog/Sub free toppings,ci,0,0,181,en,N,N
6409, Foot-Long Hotdog/Sub paid toppings,e,0,0,181,en,N,N
6410,Foot-Long Hotdog/Sub free toppings,ci,0,0,208,en,N,N
6411,Foot-Long Hotdog/Sub paid toppings,e,0,0,208,en,N,N
6412,Foot-Long Hotdog/Sub free toppings,ci,0,0,207,en,N,N
6413,Foot-Long Hotdog/Sub paid toppings,e,0,0,207,en,N,N
6414,Foot-Long Hotdog/Sub free toppings,ci,0,0,204,en,N,N
6415,Foot-Long Hotdog/Sub paid toppings,e,0,0,204,en,N,N
6416,Won Ton or Hot and Sour Soup,sd,0,0,519,en,N,N
6417,Extra 2 Persons,e,0,0,519,en,N,N
6418,Rice or Vermicelli,sd,0,0,519,en,N,N
6419,Extra Chicken,e,0,0,519,en,N,N
6420,Extra Beef,e,0,0,519,en,N,N
6421,Extra Pork,e,0,0,519,en,N,N
6422,Extra Chicken and Shrimp,e,0,0,519,en,N,N
6423,Extra Beef and Shrimp,e,0,0,519,en,N,N
6424,Extra Pork and Shrimp,e,0,0,519,en,N,N
6425,Won Ton Soup or Hot and Sour Soup,sd,0,0,519,fr,N,N
6426,Extra 2 Personne,e,0,0,519,fr,N,N
6427,Extra 4 personne,e,0,0,519,fr,N,N
6428,Extra 4 Persons,e,0,0,519,en,N,N
6429,Extra Porc,e,0,0,519,fr,N,N
6430,Extra Chicken,e,0,0,519,fr,N,N
6431,Extra Beef,e,0,0,519,fr,N,N
6432,Extra Chicken and Shrimp,e,0,0,519,fr,N,N
6433,Extra Beef and Shrimp,e,0,0,519,fr,N,N
6434,Extra Porc and Shrimp,e,0,0,519,fr,N,N
6435,Rice or Vermicelli,sd,0,0,519,fr,N,N
6436,Drinks Can,d,0,0,425,en,N,N
6437,Extra Pork Beef Chicken Shrimp,e,0,0,519,en,N,N
6438,Extra Pork Boeuf Poulet Crevettes,e,0,0,519,fr,N,N
6439,Toppings without premium for Specials,ci,0,0,257,en,N,N
6440,Raviolis Chinois Cooking Meth,cm,0,0,519,fr,N,N
6441,Free Hot Dog Toppings,ci,0,0,512,en,N,N
6442,Paid Hot Dog Toppings,e,0,0,512,en,N,N
6443,BYOB main dishes,ci,0,0,716,en,N,N
6444,BYOB SIde dishes,sd,0,0,716,en,N,N
6445,Extra Curry,e,0,0,716,en,N,N
6446,More Cheese,e,0,0,512,en,N,N
6447,More Cheese,e,0,0,513,en,N,N
6448,More Cheese,e,0,0,328,en,N,N
6449,More Cheese,e,0,0,112,en,N,N
6450,More Cheese for Subs,e,0,0,127,en,N,N
6451,More Cheese,e,0,0,411,en,N,N
6452,More Cheese,e,0,0,161,en,N,N
6453,More Cheese,e,0,0,164,en,N,N
6454,More Cheese,e,0,0,172,en,N,N
6455,More Cheese,e,0,0,181,en,N,N
6456,More Cheese,e,0,0,190,en,N,N
6457,More Cheese,e,0,0,204,en,N,N
6458,More Cheese,e,0,0,205,en,N,N
6459,Extra Cheese,e,0,0,205,fr,N,N
6460,More Cheese,e,0,0,206,en,N,N
6461,More Cheese,e,0,0,206,fr,N,N
6462,More Cheese,e,0,0,207,en,N,N
6463,More Cheese,e,0,0,208,en,N,N
6464,More Cheese,e,0,0,209,en,N,N
6465,More Cheese,e,0,0,210,en,N,N
6466,More Cheese,e,0,0,211,en,N,N
6467,More Cheese,e,0,0,213,en,N,N
6468,More Cheese,e,0,0,215,en,N,N
6469,Poutine Extra Meat,ci,0,0,215,en,N,N
6470,More Cheese,e,0,0,245,en,N,N
6471,Pick your Pack,ci,0,0,717,en,N,N
6472,Wings Sauces,sa,0,0,717,en,N,N
6473,Poutine Extras,e,0,0,717,en,N,N
6474,Salad Dressings,dr,0,0,717,en,N,N
6475,Salad Extra,e,0,0,717,en,N,N
6476,Burger Extra,e,0,0,717,en,N,N
6477,2 Burg Platter,ci,0,0,717,en,N,N
6478,Sub Combo,e,0,0,717,en,N,N
6479,Pizza Toppings,ci,0,0,717,en,N,N
6480,Premium Pizza Toppings,ci,0,0,717,en,N,N
6481,Crust Types,br,0,0,717,en,N,N
6482,Pizza Toppings without Premium,ci,0,0,717,en,N,N
6483,Dips,sa,0,0,717,en,N,N
6484,Crust Type without Gluten Free and Pan Pizza,br,0,0,717,en,N,N
6485,Sub Choices,ci,0,0,717,en,N,N
6486,Dessert,ci,0,0,717,en,N,N
6487,Drink 2L,d,0,0,717,en,N,N
6488,Drink Cans 1,d,0,0,717,en,N,N
6489,Upgrade to Poutine Subs,sd,0,0,717,en,N,N
6490,Soup substitution,sd,0,0,603,en,N,N
6491,Wings Sauces,sa,0,0,716,en,N,N
6501,Extra Chicken Breast 5.99,e,0,0,358,en,N,N
6502,Extra Meat 4.99,e,0,0,358,en,N,N
6503,Extra Skewer 5.99,e,0,0,358,en,N,N
6504,Extra Sausage 5.99,e,0,0,358,en,N,N
6505,Wings Dip,sa,0,0,549,en,N,N
6506,Souvlaki Platters Extra,e,0,0,549,en,N,N
6507,Extra Feta Cheese,e,0,0,549,en,N,N
6508,Wings Dip,sa,0,0,547,en,N,N
6509,Souvlaki platters extras,e,0,0,547,en,N,N
6510,Extra Feta Cheese,e,0,0,547,en,N,N
6511,NEW PHO EXTRAS,e,0,0,317,en,N,N
6512,Sandwiches Sauces,sa,0,0,719,en,N,N
6513,Subs Sauces,sa,0,0,718,en,N,N
6514,Salads Dressings,dr,0,0,718,en,N,N
6515,Extra Cheese 1.99,e,0,0,718,en,N,N
6516,Pasta ingredients,ci,0,0,718,en,N,N
6517,Crust Type,br,0,0,718,en,N,N
6518,Pizza Toppings,ci,0,0,718,en,N,N
6519,Pizza Toppings without Premium,ci,0,0,718,en,N,N
6520,Premium Toppings,ci,0,0,718,en,N,N
6521,Dips,sa,0,0,718,en,N,N
6522,Crust types without Gluten Free,br,0,0,718,en,N,N
6523,Wings Sauces,sa,0,0,718,en,N,N
6524,Wings Dipping sauces,e,0,0,174,en,N,N
6525,Pork or Beef,ci,0,0,507,en,N,N
6526,Desserts selection,ci,0,0,181,en,N,N
6527,Pasta ingredients,ci,0,0,722,en,N,N
6528,Extra Meat and Cheese ,e,0,0,722,en,N,N
6529,Extra Meat 2.95,e,0,0,722,en,N,N
6530,Extra Cheese 2.95,e,0,0,722,en,N,N
6531,Cheese 0.50,e,0,0,722,en,N,N
6532,Pizza Toppings,ci,0,0,722,en,N,N
6533,Pizza Toppings without Premium,ci,0,0,722,en,N,N
6534,Premium Toppings,ci,0,0,722,en,N,N
6535,Donair Sub Sauces,sa,0,0,146,en,N,N
6536,Cans for Specials,d,0,0,254,en,N,N
6537,Crust types without Gluten Free,br,0,0,146,en,N,N
6538,Chicken for Salads,e,0,0,205,en,N,N
6539,Upgrade to poutine,sd,0,0,205,en,N,N
6540,Rice and Naan Side Dishes,sd,0,0,517,en,N,N
6541,Naan and Rice Side Dishes,sd,0,0,589,en,N,N
6542,Would you like a free side of rice,sd,0,0,684,en,N,N
6543,Extra Cheese for Poutine,e,0,0,354,en,N,N
6544,Pizza toppings,ci,0,0,724,en,N,N
6545,Baked Ziti Sauces,sa,0,0,724,en,N,N
6546,Pizza Toppings,ci,0,0,726,en,N,N
6547,Pizza Toppings without Premium,ci,0,0,726,en,N,N
6548,Premium Toppings ,ci,0,0,726,en,N,N
6549,Pizza Dips,sa,0,0,726,en,N,N
6550,Subs Extra,e,0,0,726,en,N,N
6551,Chicken Sub sauces,sa,0,0,726,en,N,N
6552,Chicken Extra sauce,e,0,0,726,en,N,N
6553,Italian Extra cheese,e,0,0,726,en,N,N
6554,Lasagna pepperoni or no pepperoni,ci,0,0,726,en,N,N
6555,Poutine for Burgers,sd,0,0,726,en,N,N
6556,Burgers Extra,e,0,0,726,en,N,N
6557,Sandwiches bread,br,0,0,726,en,N,N
6558,Super salad ingredients,ci,0,0,726,en,N,N
6559,Pizza Crust Type,br,0,0,726,en,N,N
6560,Burgers ing,ci,0,0,726,en,N,N
6561,Salad Dressings,dr,0,0,726,en,N,N
6562,Wings Sauces,sa,0,0,726,en,N,N
6563,Wings Cooking Method,cm,0,0,726,en,N,N
6564,Drinks Can,d,0,0,726,en,N,N
6565,Drinks 2L,d,0,0,726,en,N,N
6566,Snack Box #2 ----egg roll,e,0,0,726,en,N,N
6567,Snack Box Side Dishes,sd,0,0,726,en,N,N
6568,Snack Box sauces,sa,0,0,726,en,N,N
6569,Nachos Extra,e,0,0,726,en,N,N
6570,Donair Sauce,sa,0,0,726,en,N,N
6571,Garlic Sour Cream Tahini,sa,0,0,726,en,N,N
6572,Fal Garlic tahini,sa,0,0,726,en,N,N
6573,Cheese Sub extra cheese,e,0,0,726,en,N,N
6574,fried pickles sauce,sa,0,0,726,en,N,N
6575,Wings Dipping sauces,e,0,0,726,en,N,N
6576,Taco Salad TOPPINGS (NEW),dr,0,0,607,en,N,N
6577,Extra Meat and Fish,e,0,0,607,en,N,N
6578,VEGETARIAN SALAD BOWL TOPPINGS,ci,0,0,607,en,N,N
6579,Sauces for Poulet NEW,sa,0,0,587,fr,N,N
6580,Side Dishes for Poulet NEW,sd,0,0,587,fr,N,N
6581,SIde Dished for TRIO SANDWICHES NEW,sd,0,0,587,fr,N,N
6582,Drinks,d,0,0,587,fr,N,N
6583,TACO PREMIUM TOPPINGS NEW,ci,0,0,607,en,N,N
6584,Vegetarian Nachos Toppings NEW,dr,0,0,607,en,N,N
6585,Extra Meat and Fish,e,0,0,697,en,N,N
6586,Taco Salad TOPPINGS (NEW),dr,0,0,697,en,N,N
6587,VEGETARIAN SALAD BOWL TOPPINGS,ci,0,0,697,en,N,N
6588,Vegetarian Nachos Toppings NEW,dr,0,0,697,en,N,N
6589,French Fries or Onion Rings and poutine Sides,sd,0,0,721,en,N,N
6590,Extra piece for Fish and CHips,e,0,0,721,en,N,N
6591,Extra Shrimp or Chicken,e,0,0,721,en,N,N
6592,Crust Type,br,0,0,721,en,N,N
6593,Crust type without Gluten Free,br,0,0,721,en,N,N
6594,Pizza toppings,ci,0,0,721,en,N,N
6595,Pizza Toppings without premium,ci,0,0,721,en,N,N
6596,Premium toppings,ci,0,0,721,en,N,N
6597,Dips,sa,0,0,721,en,N,N
6598,Pasta Special,ci,0,0,721,en,N,N
6599,Drinks for 2 Pizza Deal,d,0,0,211,en,N,N
6600,Vegetable Entrees,ci,0,0,701,en,N,N
6601,Chicken Breast,e,0,0,728,en,N,N
6602,Sides for From The Sea,sd,0,0,728,en,N,N
6603,Sides for Plates from the Grill,sd,0,0,728,en,N,N
6604,Cheese or Olives,ci,0,0,728,en,N,N
6605,Exotic Sandwiches Side Dishes,sd,0,0,728,en,N,N
6606,Chicken or Beef,ci,0,0,728,en,N,N
6607,Extra patty,e,0,0,728,en,N,N
6608,Extra Meat 3.00,e,0,0,727,en,N,N
6609,Soup Ingredients - Step 3,ci,0,0,644,en,N,N
6610,Rice/ Vermicelli Ingredients ALL,ci,0,0,644,en,N,N
6611,Rice/Vermicelli ingredients Premium NEW,ci,0,0,644,en,N,N
6612,Pizza Toppings for EVERYDAY SPECIAL,ci,0,0,200,en,N,N
6613,Wings Sauces for Specials,sa,0,0,200,en,N,N
6614,Wings Sauces,sa,0,0,721,en,N,N
6615,Salad Dressings Substitution,dr,0,0,721,en,N,N
6616,Upgrade Fries to Poutine,sd,0,0,721,en,N,N
6617,Dips,sa,0,0,724,en,N,N
6618,Wings Sauces,sa,0,0,724,en,N,N
6619,Drinks 591 ml,d,0,0,724,en,N,N
6620,Drinks 1L,d,0,0,721,en,N,N
6621,Extra Noodles,e,0,0,727,en,N,N
6622,Extra Meat and Noodles,e,0,0,727,en,N,N
6623,Extra Broth,e,0,0,727,en,N,N
6624,Extra Broth and Meat,e,0,0,727,en,N,N
6625,Crust Type,br,0,0,722,en,N,N
6626,Dips - Small,sa,0,0,722,en,N,N
6627,Sandwiches Platter Side Dishes,sd,0,0,229,en,N,N
6628,Extra Chicken for Any Salad,e,0,0,229,en,N,N
6629,Drinks Can,d,0,0,229,en,N,N
6630,Crust Type,br,0,0,729,en,N,N
6631,Crust type without Gluten Free,br,0,0,729,en,N,N
6632,Pizza Toppings,ci,0,0,729,en,N,N
6633,Pizza Toppings without Premium,ci,0,0,729,en,N,N
6634,Premium Toppings,ci,0,0,729,en,N,N
6635,Extra Meat Balls & Cheese,e,0,0,729,en,N,N
6636,Salad Dressings,dr,0,0,729,en,N,N
6637,Wings Sauces,sa,0,0,729,en,N,N
6638,Extra Cheese Curds,e,0,0,729,en,N,N
6639,Sweet Pizza Toppings,ci,0,0,729,en,N,N
6640,Beef or Chicken Donair,ci,0,0,729,en,N,N
6641,Dips (only for Dipping Sauce dish),sa,0,0,722,en,N,N
6642,Salad Dressings,dr,0,0,728,en,N,N
6643,Wings Sauces,sa,0,0,728,en,N,N
6644,Wrap Platters Side Dishes,sd,0,0,728,en,N,N
6645,Bacon 2.00,e,0,0,730,en,N,N
6646,Extras for Salads,e,0,0,730,en,N,N
6647,Panino & Gourmet Burgers Side dishes,sd,0,0,730,en,N,N
6648,Extra Cheese and Bacon 1.00,e,0,0,730,en,N,N
6649,Steak Temperature Chart,cm,0,0,730,en,N,N
6650,Sauted Garlic Shrimp,e,0,0,730,en,N,N
6651,Steak Side Dishes,sd,0,0,730,en,N,N
6652,Substitute Linguini Alfredo,e,0,0,730,en,N,N
6653,Pizza Toppings,ci,0,0,730,en,N,N
6654,Dips,sa,0,0,729,en,N,N
6655,Burgers ingredients (free),ci,0,0,729,en,N,N
6656,Burgers Extras,e,0,0,729,en,N,N
6657,Platter Substitution,sd,0,0,729,en,N,N
6658,Fish and Chips Platter Extra,e,0,0,729,en,N,N
6659,Chicken Fingers Platter Extra,e,0,0,729,en,N,N
6660,Drinks Can,d,0,0,729,en,N,N
6661,Drinks 2L,d,0,0,729,en,N,N
6662,Extra Cheese,e,0,0,729,en,N,N
6663,Sauces for Wraps,sa,0,0,729,en,N,N
6664,Onions,ci,0,0,729,en,N,N
6665,Pickles,ci,0,0,729,en,N,N
6666,Sauces for shawarma and donair,sa,0,0,729,en,N,N
6667,Extra Snack,e,0,0,729,en,N,N
6668,Drinks for 2 Pizza Deal,d,0,0,164,en,N,N
6669,Drinks for 2 Pizza Deal,d,0,0,172,en,N,N
6670,Drinks for 2 Pizza Deal,d,0,0,204,en,N,N
6671,Drinks for 2 Pizza Deal,d,0,0,512,en,N,N
6672,Pizza Toppings without Premium,ci,0,0,226,fr,N,N
6673,Premium Toppings,ci,0,0,226,fr,N,N
6674,Extra Fromage 2.00,e,0,0,226,fr,N,N
6675,Salad Dressings,dr,0,0,157,en,N,N
6676,Extras for Mexican,e,0,0,157,en,N,N
6677,Mexican Custom ing,ci,0,0,157,en,N,N
6678,Upsize it to Large,e,0,0,157,en,N,N
6679,Drinks 2L,d,0,0,157,en,N,N
6680,Drinks 591 ml,d,0,0,157,en,N,N
6681,Mexican -Side dishes,sd,0,0,157,en,N,N
6682,Drinks 2L,d,0,0,248,en,N,N
6683,Extras for poutines,e,0,0,732,fr,N,N
6684,Pizza toppings,ci,0,0,732,fr,N,N
6685,Pizza Toppings without Premium,ci,0,0,732,fr,N,N
6686,Premium Toppings,ci,0,0,732,fr,N,N
6687,Drinks for Meals,d,0,0,589,en,N,N
6688,Chaat Appetizers,ci,0,0,517,en,N,N
6689,Main Course for Meals,ci,0,0,517,en,N,N
6690,Desserts,ci,0,0,517,en,N,N
6691,Drinks for meals,d,0,0,517,en,N,N
6692,Pasta Sauces,sa,0,0,730,en,N,N
6693,Substitution for Pasta,ci,0,0,730,en,N,N
6694,Side dishes for Poutines ,sd,0,0,527,fr,N,N
6695,Fries Cooking Meth for Poutines,cm,0,0,527,fr,N,N
6696,Guacamole 1.00,sd,0,0,733,en,N,N
6697,taco salad ing new,ci,0,0,733,en,N,N
6698,bread,br,0,0,733,en,N,N
6699,cocking method.,cm,0,0,733,en,N,N
6700,burito ing 2,ci,0,0,733,en,N,N
6701,Quesadillas,ci,0,0,733,en,N,N
6702,soft crispy,br,0,0,733,en,N,N
6703,taco sauce,sa,0,0,733,en,N,N
6704,taco ing,ci,0,0,733,en,N,N
6705,nacho meats,ci,0,0,733,en,N,N
6706,protein,e,0,0,733,en,N,N
6707,Salad Dressings,dr,0,0,732,fr,N,N
6708,Wings Sauces,sa,0,0,732,fr,N,N
6709,Drinks Can 355ml,d,0,0,732,fr,N,N
6710,Pizza Selection for Meals,ci,0,0,732,fr,N,N
6711,Pizza Selection (from Extras section),e,0,0,732,fr,N,N
6712,Wings Dipping Sauce NEW,sd,0,0,549,en,N,N
6713,Premium Toppings for CREATE YOUR OWN,ci,0,0,549,en,N,N
6714,Special #1 Custom Ingredients,ci,0,0,549,en,N,N
6715,Special #2 Custom Ingredients,ci,0,0,549,en,N,N
6716,Pizza Crust Type For Specials Twins and Others,br,0,0,172,en,N,N
6717,Pizza Crust Type for Specials Twins and Others,br,0,0,164,en,N,N
6718,Pizza Crust Type for Twins Specials and Others,br,0,0,215,en,N,N
6719,Extra Cheese 1.50,e,0,0,637,en,N,N
6720,NEW Pizza Toppings,ci,0,0,637,en,N,N
6721,NEW Pizza Toppings without Premium,ci,0,0,637,en,N,N
6722,NEW Pizza Premium Toppings,ci,0,0,637,en,N,N
6723,Pizza Toppings for Gourmet Pizza,ci,0,0,637,en,N,N
6724,Greek Salad Extras,e,0,0,637,en,N,N
6725,Extra Chicken 4.50,e,0,0,637,en,N,N
6726,Drinks 2L,d,0,0,637,en,N,N
6727,Crust type for Specials Twins and Others,br,0,0,211,en,N,N
6728,Crust type for Specials Twins and Others,br,0,0,204,en,N,N
6729,NEW Crust type for Specials Twins and Others,br,0,0,512,en,N,N
6730,Burrito Platters Catering meat selection,ci,0,0,733,en,N,N
6731,Taco Platters Catering meat selection,ci,0,0,733,en,N,N
6732,Quesadilla Platters Catering meat selection,ci,0,0,733,en,N,N
6733,Drinks cans,d,0,0,733,en,N,N
6734,NEW Crust type for Specials Twins and Others,br,0,0,205,en,N,N
6735,NEW Crust type for Specials Twins and Others,br,0,0,205,fr,N,N
6736,Gourmet pizza Crust,br,0,0,461,en,N,N
6737,Salad Dressings,dr,0,0,461,en,N,N
6738,Meatballs,e,0,0,461,en,N,N
6739,Chicken and Shrimp,e,0,0,461,en,N,N
6740,Extras for Garlic Bread,e,0,0,461,en,N,N
6741,Extras for Nachos,e,0,0,461,en,N,N
6742,Smoked Meat,e,0,0,461,en,N,N
6743,Fried Egg 1.00,e,0,0,644,en,N,N
6744,Make it a Combo side dishes,sd,0,0,517,en,N,N
6745,NEW Crust type for Specials Twins and Others,br,0,0,207,en,N,N
6746,Nachos Burritos custom ing,ci,0,0,733,en,N,N
6747,Southern Fried Chicken SAuces,sa,0,0,692,en,N,N
6748,Crust Type,br,0,0,734,en,N,N
6749,Crust Type without Gluten Free,br,0,0,734,en,N,N
6750,Pizza Toppings,ci,0,0,734,en,N,N
6751,Pizza Toppings without Premium,ci,0,0,734,en,N,N
6752,Premium Toppings,ci,0,0,734,en,N,N
6753,Dips,sa,0,0,734,en,N,N
6754,Barbecued Chicken Pizza Sauces,e,0,0,734,en,N,N
6755,Shawarma Pizza meat selection,e,0,0,734,en,N,N
6756,Bacon Double Cheeseburger Pizza sauce selection,e,0,0,734,en,N,N
6757,Double Cheese for Poutines,e,0,0,734,en,N,N
6758,Burgers ingredients,ci,0,0,734,en,N,N
6759,Burgers extra,e,0,0,734,en,N,N
6760,Burgers Side Dishes,sd,0,0,734,en,N,N
6761,Donair / Shawarma Sauces,sa,0,0,734,en,N,N
6762,Salads Extra,ci,0,0,734,en,N,N
6763,Make a Platter Selection,sd,0,0,734,en,N,N
6764,Wings Cooking Method,cm,0,0,734,en,N,N
6765,#39 options,ci,0,0,249,fr,N,N
6766,Chicken 1.99,ci,0,0,249,fr,N,N
6767,Chicken or Beef,ci,0,0,120,en,N,N
6768,Crust types without Gluten Free,br,0,0,425,en,N,N
6769,pop can,d,0,0,736,en,N,N
6770,sandwich group,e,0,0,736,en,N,N
6771,combo side,sd,0,0,736,en,N,N
6772,extra white meat,e,0,0,736,en,N,N
6773,Gravy or Garlic sauce,sa,0,0,736,en,N,N
6774,Chicken for Caesar Salad,e,0,0,225,en,N,N
6775,Extra Chicken for Caesar Salad,e,0,0,225,fr,N,N
6776,Pizza Toppings,ci,0,0,737,en,N,N
6777,Pizza Toppings without Premium,ci,0,0,737,en,N,N
6778,Premium Toppings,ci,0,0,737,en,N,N
6779,Dips,sa,0,0,737,en,N,N
6780,Wings Sauces,sa,0,0,737,en,N,N
6781,Extra Chicken,e,0,0,737,en,N,N
6782,Subs Sauces,sa,0,0,737,en,N,N
6783,Pastas Custom Ing,ci,0,0,737,en,N,N
6784,2 Pasta Dishes Selection,ci,0,0,96,en,N,N
6785,Drinks 591 ml + Aquafina for Upsell,d,0,0,207,en,N,N
6786,Extra CHeese 1.50,e,0,0,362,en,N,N
6787,Spicy Level,cm,0,0,656,en,N,N
6788,Combination Plates,ci,0,0,179,en,N,N
6789,Any 2 Lebanese Sandwiches,ci,0,0,142,en,N,N
6790,Chicken or Beef,e,0,0,142,en,N,N
6791,Extras for Poutines,e,0,0,635,en,N,N
6792,Caribbean Dinner - Side Dish,sd,0,0,710,en,N,N
6793,Side Salad or Coleslaw,e,0,0,710,en,N,N
6794,Extra Cheese for Poutines,e,0,0,89,en,N,N
6795,Upgrade to Poutine or Fries,sd,0,0,89,en,N,N
6796,Extra Tapioca,e,0,0,251,en,N,N
6797,Extra Tapioca,e,0,0,299,en,N,N
6798,Extra Tapioca,e,0,0,298,en,N,N
6799,Snack Box #3 NEW selection,ci,0,0,174,en,N,N
6800,Drinks 2L,d,0,0,238,en,N,N
6801,Snack Box 3 selection,ci,0,0,726,en,N,N
6802,Sushi & Maki Selection (38),ci,0,0,611,en,N,N
6803,Sushi & Maki Selection (60),ci,0,0,611,en,N,N
6804,Chicken Yaki or Sweet & Sour Chicken,sd,0,0,611,en,N,N
6805,Chicken Yaki or 2 Sweet & Sour Chicken,sd,0,0,611,en,N,N
6806,Side Dish for Plates (rice or fries),sd,0,0,746,en,N,N
6807,Extra Skewer Shami or Adana,e,0,0,746,en,N,N
6808,Extra Skewer 4.45,e,0,0,746,en,N,N
6809,Extra Skewer 5.95,e,0,0,746,en,N,N
6810,Extra Falafel,e,0,0,746,en,N,N
6811,Extra Skewer 3.95,e,0,0,746,en,N,N
6812,Wings Cooking Meth,cm,0,0,746,en,N,N
6813,Wings Sauces,sa,0,0,746,en,N,N
6814,Drinks Can,d,0,0,746,en,N,N
6815,Plates Side Dish,sd,0,0,738,en,N,N
6816,Plates Sauces,sa,0,0,738,en,N,N
6817,Pita Wraps Sandwiches Sauces,sa,0,0,738,en,N,N
6818,Pite Wraps Combos Sauces,sa,0,0,738,en,N,N
6819,Rice Potatoes or Green Salad,sd,0,0,738,en,N,N
6820,Wings Sauces,sa,0,0,738,en,N,N
6821,Appetizers Sauces,sa,0,0,739,en,N,N
6822,Cooking Method M-M-S,cm,0,0,739,en,N,N
6823,Cooking Method M-S,cm,0,0,739,en,N,N
6824,Vegetarian Quesadilla  Side,sd,0,0,666,en,N,N
6825,Chicken 4.00,e,0,0,666,en,N,N
6826,Brown or White Bread,br,0,0,666,en,N,N
6827,Greek Omelette Toast option,br,0,0,666,en,N,N
6828,Eggs cooking method for omelette,ci,0,0,666,en,N,N
6829,"Bacon, Ham or Sausage",e,0,0,666,en,N,N
6830,Wings cooking method,cm,0,0,416,en,N,N
6831,Wings cooking method,cm,0,0,451,en,N,N
6832,Wings cooking method,cm,0,0,452,en,N,N
6833,Wings cooking method,cm,0,0,453,en,N,N
6834,Wings cooking method,cm,0,0,483,en,N,N
6835,Gravy 2.00,sa,0,0,367,en,N,N
6836,Cheese and Bacon 1.00 each,e,0,0,367,en,N,N
6837,Drinks Can,d,0,0,738,en,N,N
6838,Drinks Bottles,d,0,0,738,en,N,N
6839,Toppings for Poutines,ci,0,0,161,en,N,N
6840,FREE Smoked Meat for Poutines,sd,0,0,209,en,N,N
6841,FREE Smoked Meat for Poutines,sd,0,0,205,en,N,N
6842,FREE Smoked Meat for Poutines,ci,0,0,164,en,N,N
6843,FREE Smoked Meat for Poutines,sd,0,0,172,en,N,N
6844,FREE Smoked Meat for Poutines,sd,0,0,210,en,N,N
6845,FREE Smoked Meat for Poutines,ci,0,0,207,en,N,N
6846,Toppings for Poutines,ci,0,0,512,en,N,N
6847,Extra Toppings for Poutines,ci,0,0,204,en,N,N
6848,Drinks 591ml NO PRICES,d,0,0,213,en,N,N
6849,Shawarma Custom Ing,ci,0,0,213,en,N,N
6850,Drinks 591ml for SPECIALS,d,0,0,213,en,N,N
6851,Burgers Custom Ing,ci,0,0,213,en,N,N
6852,Nutella Pizza Toppings,ci,0,0,213,en,N,N
6853,FREE Smoked Meat for Poutines,sd,0,0,211,en,N,N
6854,Crust Type,br,0,0,752,en,N,N
