"id";"v1_id";"added_by";"added_at";"suspend_operation";"suspended_at";"name";"active";"pending";"updated_at";"updated_by"
1594;0;24;"2016-12-05 20:46:53";"0";0;"First Test on V2";"n";"n";"";0
1595;114;24;"2017-03-17 13:28:13";"0";0;"Test James - Dovercourt Pizza";"y";"n";"";0
1596;0;24;"2018-06-13 15:14:23";"0";0;"TEST JUNE 2018";"n";"n";"";0
1597;0;24;"2019-05-01 09:25:41";"0";0;"Milano 14 Main St";"n";"n";"";0
1598;0;1;"2019-05-24 11:07:44";"0";0;"trigger_test";"n";"n";"";0
1603;0;24;"2020-01-13 17:09:49";"0";0;"Milano Test 1/13/2020";"n";"y";"2021-01-26 10:28:54";40
1604;0;24;"2020-03-15 07:52:38";"0";0;"Restaurant Test 3/15/2020";"n";"n";"";0
1605;0;24;"2020-08-26 07:09:28";"0";0;"Restaurant Test 26 Aug 2020";"n";"n";"2020-11-12 12:34:51";1
1608;0;40;"2020-12-07 16:44:22";"0";0;"Menu TEST 07 Dec 2020";"n";"n";"2020-12-07 11:44:32";40
1609;0;24;"2021-01-26 14:38:36";"0";0;"Aahar The Taste of India";"n";"y";"2021-01-26 09:38:45";24
1610;0;40;"2021-01-26 15:47:16";"0";0;"1111";"n";"n";"2021-01-26 10:47:20";40
1611;0;24;"2021-05-26 11:39:41";"";0;"All Out Burger Bank St.";"y";"n";"2021-05-26 07:39:48";24
1612;0;24;"2021-12-08 11:13:19";"0";0;"Milano Baseline TEST";"n";"y";"2021-12-08 06:13:28";24
1613;0;24;"2022-01-05 17:35:38";"0";0;"First Test with Yanni";"n";"y";"2022-01-05 12:35:45";24
1614;0;24;"2022-01-05 17:36:41";"0";0;"1st test with George";"n";"y";"2022-01-05 12:36:49";24
1615;0;40;"2022-01-10 17:46:51";"0";0;"Vanier Pizza & Subs TEST";"n";"n";"2022-01-10 12:47:03";40
1616;0;44;"2022-01-11 17:22:37";"0";0;"Tony's Pizza";"n";"y";"2022-01-11 12:22:44";44
1617;0;44;"2022-01-13 17:34:09";"0";0;"Ginkgo Garden";"n";"y";"2022-01-13 12:34:13";44
1618;0;44;"2022-01-19 20:00:59";"0";0;"Yorgos Yanni Practice";"n";"n";"2022-01-19 15:01:03";44
1619;0;44;"2022-01-19 20:01:38";"0";0;"Beneci Pizza Yanni Practice";"n";"y";"2022-01-19 15:01:42";44
1620;0;44;"2022-01-26 17:54:25";"0";0;"Xtreme Pizza Yanni Practice";"n";"y";"2022-01-26 12:54:31";44
1621;0;44;"2022-01-27 18:40:29";"0";0;"Mama Rosa Yanni Practice";"n";"y";"2022-01-27 13:40:32";44
1622;0;44;"2022-01-31 18:08:21";"0";0;"Papa Pizza Yanni";"n";"n";"2022-01-31 13:08:25";44
1623;0;44;"2022-01-31 18:15:12";"0";0;"Pizza Rama Yanni";"n";"y";"2022-01-31 13:15:16";44
1624;0;44;"2022-02-07 18:01:44";"0";0;"Yanni Bouziotas";"n";"n";"2022-02-07 13:01:48";44
1625;0;44;"2022-02-22 18:16:17";"0";0;"Aroy Thai";"n";"y";"2022-02-22 13:16:22";44
1626;0;44;"2022-02-25 20:06:21";"0";0;"La Maison Pho";"n";"y";"2022-02-25 15:06:27";44
1627;0;44;"2022-03-03 19:27:38";"0";0;"Sala Thai";"n";"y";"2022-03-03 14:27:42";44
1628;0;44;"2022-03-08 18:57:24";"0";0;"Ting's Kitchen";"n";"y";"2022-03-08 13:57:28";44
1629;0;44;"2022-03-10 17:40:31";"0";0;"Asia Garden Ottawa";"n";"y";"2022-03-10 12:40:34";44
1630;0;44;"2022-03-15 17:37:46";"0";0;"NANA Thai Cuisine";"n";"y";"2022-03-15 13:37:51";44
1631;0;44;"2022-03-15 18:13:02";"0";0;"China Moon";"n";"y";"2022-03-15 14:13:05";44
1632;0;44;"2022-03-24 16:44:58";"0";0;"Papa Joe's Pizza - Prince of Wales";"n";"y";"2022-03-24 12:45:02";44
1633;0;44;"2022-03-30 18:50:47";"0";0;"Mehfil Indian Cuisine";"n";"y";"2022-03-30 14:50:50";44
1634;0;24;"2022-10-12 09:22:15";"0";0;"Thai Coconut";"n";"n";"2022-10-12 05:22:32";24
1635;0;40;"2023-04-24 09:41:24";"0";0;"All Out Burger Gladstone";"y";"n";"2023-04-24 05:41:39";40
1636;0;40;"2023-04-25 10:13:59";"0";0;"All Out Burger Montreal Rd";"y";"n";"2023-04-25 06:14:07";40
1637;0;40;"2023-08-04 04:37:30";"1";1757650182;"Kirkwood Pizza";"y";"n";"2023-08-04 00:37:45";40
1638;0;40;"2023-09-06 09:33:18";"0";0;"Shawarma Depot";"n";"y";"2023-09-06 05:33:25";40
1639;0;40;"2023-11-13 09:21:23";"0";0;"River Pizza";"y";"n";"2023-11-13 04:21:33";40
1640;0;40;"2023-12-18 10:41:18";"0";0;"Genki Sushi ( dropped)";"n";"n";"2023-12-18 05:41:32";40
1641;0;40;"2023-12-20 06:41:01";"0";0;"Wandee Thai";"y";"n";"2023-12-20 01:41:07";40
1642;0;40;"2024-01-04 08:44:23";"0";0;"La Nawab";"y";"n";"2024-01-04 03:44:29";40
1643;0;40;"2024-01-10 09:28:34";"0";0;"Tony's Pizza";"n";"y";"2024-01-10 04:28:41";40
1654;0;40;"2024-02-05 12:32:39";"0";0;"Cosenza";"y";"n";"2024-02-05 07:32:48";40
1655;0;40;"2024-02-15 10:50:34";"0";0;"Merivale Pizza & Wings";"n";"y";"2024-02-15 05:50:59";40
1656;0;40;"2024-02-20 05:58:18";"0";0;"Shawarma Shish";"n";"y";"2024-02-20 00:58:29";40
1657;0;40;"2024-03-12 11:45:55";"0";0;"Cuisine Bombay Indienne";"y";"n";"2024-03-12 07:46:07";40
1658;0;40;"2024-03-19 08:07:33";"0";0;"Chicco Shawarma Cantley";"y";"n";"2024-03-19 04:07:42";40
1659;0;40;"2024-03-19 13:50:25";"0";0;"Chicco Pizza & Shawarma Buckingham";"y";"n";"2024-03-19 09:50:31";40
1660;0;40;"2024-03-19 13:51:22";"1";1757634187;"Chicco Pizza Shawarma Anger";"y";"n";"2024-03-19 09:51:30";40
1661;0;40;"2024-03-19 13:52:09";"0";0;"Chicco Pizza Maloney";"y";"n";"2024-03-19 09:52:15";40
1662;0;40;"2024-03-19 13:52:48";"0";0;"Chicco Shawarma Maloney";"y";"n";"2024-03-19 09:52:53";40
1663;0;40;"2024-03-19 13:54:33";"1";1757638840;"Chicco Pizza de l’Hopital";"y";"n";"2024-03-19 09:54:38";40
1664;0;40;"2024-03-19 13:55:09";"1";1757547468;"Chicco Pizza St-Louis";"y";"n";"2024-03-19 09:55:14";40
1665;0;45;"2024-04-22 18:40:35";"0";0;"Zait and Zaatar";"y";"n";"2024-04-22 14:40:43";45
1666;0;40;"2024-06-01 03:21:29";"0";0;"Mia Pizza Grec";"n";"n";"2024-05-31 23:22:23";40
1667;0;45;"2024-07-17 18:11:04";"0";0;"Le Hibou Qui Rit";"n";"n";"2024-07-17 14:11:11";45
1668;0;45;"2024-07-17 18:18:35";"0";0;"Little Gyros Greek Grill";"y";"n";"2024-07-17 14:18:41";45
1669;0;40;"2024-08-13 12:50:34";"0";0;"Bistro 548";"n";"n";"2024-08-13 08:50:49";40
1670;0;40;"2024-09-04 10:33:45";"0";0;"Capital Bites";"y";"n";"2024-09-04 06:33:53";40
1671;0;40;"2024-10-03 19:25:13";"0";0;"Pachino Pizza";"y";"n";"2024-10-03 15:25:47";40
1672;0;2;"2024-11-07 13:55:08";"0";0;"Pizza Marie";"n";"y";"";0
1673;0;40;"2024-11-07 13:57:55";"0";0;"Pizza Marie";"y";"n";"2024-11-07 08:58:06";40
1674;0;40;"2025-01-29 10:40:54";"0";0;"Capri Pizza";"y";"n";"2025-01-29 05:41:00";40
1675;0;40;"2025-02-11 10:12:26";"0";0;"Riverside Pizzeria";"y";"n";"2025-02-11 05:12:31";40
1676;0;40;"2025-02-13 07:21:26";"0";0;"Routine Poutine";"y";"n";"2025-02-13 02:21:49";40
1677;0;45;"2025-05-06 12:04:09";"0";0;"Chef Rad Halal Pizza & Burgers";"y";"n";"2025-05-06 08:04:14";45
1678;0;45;"2025-06-10 13:05:28";"0";0;"Al-s Drive In";"y";"n";"2025-06-10 09:05:34";45
