id,restaurant_id,day_start,time_start,day_stop,time_stop,type,enabled
2007,1669,2,15:00:00,2,22:00:00,t,n
2008,1669,3,15:00:00,3,22:00:00,t,n
2009,1669,4,15:00:00,4,22:00:00,t,n
2010,1669,5,15:00:00,5,22:00:00,t,n
2011,1669,6,15:00:00,6,22:00:00,t,n
2012,1669,7,15:00:00,7,22:00:00,t,n
2013,1669,1,10:00:00,1,22:00:00,t,n
2014,1669,2,15:00:00,2,22:00:00,t,n
2015,1669,3,15:00:00,3,22:00:00,t,n
2016,1669,4,15:00:00,4,22:00:00,t,n
2017,1669,5,15:00:00,5,22:00:00,t,n
2018,1669,6,15:00:00,6,22:00:00,t,n
2019,1669,7,15:00:00,7,22:00:00,t,n
2020,1669,1,15:00:00,1,22:00:00,t,n
2021,1669,2,15:00:00,2,22:00:00,t,n
2022,1669,3,15:00:00,3,22:00:00,t,n
2023,1669,4,15:00:00,4,22:00:00,t,n
2024,1669,5,15:00:00,5,22:00:00,t,n
2025,1669,6,15:00:00,6,22:00:00,t,n
2026,1669,7,15:00:00,7,22:00:00,t,n
2027,1671,1,11:00:00,2,00:00:00,t,n
2028,1671,2,11:00:00,3,00:00:00,t,n
2029,1671,3,11:00:00,4,00:00:00,t,n
2030,1671,4,11:00:00,5,00:00:00,t,n
2031,1671,5,11:00:00,6,00:00:00,t,n
2032,1671,6,11:00:00,7,00:00:00,t,n
2033,1671,7,11:00:00,1,00:00:00,t,n
2034,1671,1,11:00:00,2,00:00:00,d,n
2035,1671,2,11:00:00,3,00:00:00,d,n
2036,1671,3,11:00:00,4,00:00:00,d,n
2037,1671,4,11:00:00,5,00:00:00,d,n
2038,1671,5,11:00:00,6,00:00:00,d,n
2039,1671,6,11:00:00,7,00:00:00,d,n
2040,1671,7,11:00:00,1,00:00:00,d,n
2041,1670,1,10:00:00,1,22:00:00,t,n
2042,1670,2,10:00:00,2,22:00:00,t,n
2043,1670,3,10:00:00,3,22:00:00,t,n
2044,1670,4,10:00:00,4,22:00:00,t,n
2045,1670,5,10:00:00,6,00:00:00,t,n
2046,1670,6,10:00:00,7,00:00:00,t,n
2047,1670,7,15:00:00,7,22:00:00,t,n
2048,1670,1,10:00:00,1,22:00:00,d,y
2049,1670,2,10:00:00,2,22:00:00,d,y
2050,1670,3,10:00:00,3,22:00:00,d,y
2051,1670,4,10:00:00,4,22:00:00,d,y
2052,1670,5,10:00:00,6,00:00:00,d,y
2053,1670,6,10:00:00,7,00:00:00,d,y
